"State Code","County Code","Site Num","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Sample Duration","Pollutant Standard","Date Local","Units of Measure","Event Type","Observation Count","Observation Percent","Arithmetic Mean","1st Max Value","1st Max Hour","AQI","Method Code","Method Name","Local Site Name","Address","State Name","County Name","City Name","CBSA Name","Date of Last Change"
"06","037","0002","88101",1,34.136500000000005,-117.92391,"WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2016-01-01","Micrograms/cubic meter (LC)","None",1,100.0,6,6,0,25,"120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC","Azusa","803 N. LOREN AVE., AZUSA","California","Los Angeles","Azusa","Los Angeles-Long Beach-Anaheim, CA","2017-04-28"
"06","037","0002","88101",1,34.136500000000005,-117.92391,"WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2016-01-04","Micrograms/cubic meter (LC)","None",1,100.0,8.700000000000001,8.700000000000001,0,36,"120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC","Azusa","803 N. LOREN AVE., AZUSA","California","Los Angeles","Azusa","Los Angeles-Long Beach-Anaheim, CA","2017-04-28"
"06","037","0002","88101",1,34.136500000000005,-117.92391,"WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2016-01-07","Micrograms/cubic meter (LC)","None",1,100.0,0.7000000000000001,0.7000000000000001,0,3,"120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC","Azusa","803 N. LOREN AVE., AZUSA","California","Los Angeles","Azusa","Los Angeles-Long Beach-Anaheim, CA","2017-04-28"
"06","037","0002","88101",1,34.136500000000005,-117.92391,"WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2016-01-10","Micrograms/cubic meter (LC)","None",1,100.0,12.200000000000001,12.200000000000001,0,51,"120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC","Azusa","803 N. LOREN AVE., AZUSA","California","Los Angeles","Azusa","Los Angeles-Long Beach-Anaheim, CA","2017-04-28"
"06","037","0002","88101",1,34.136500000000005,-117.92391,"WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2016-01-13","Micrograms/cubic meter (LC)","None",1,100.0,11,11,0,46,"120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC","Azusa","803 N. LOREN AVE., AZUSA","California","Los Angeles","Azusa","Los Angeles-Long Beach-Anaheim, CA","2017-04-28"
"06","037","0002","88101",1,34.136500000000005,-117.92391,"WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2016-01-16","Micrograms/cubic meter (LC)","None",1,100.0,16,16,0,59,"120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC","Azusa","803 N. LOREN AVE., AZUSA","California","Los Angeles","Azusa","Los Angeles-Long Beach-Anaheim, CA","2017-04-28"
"06","037","0002","88101",1,34.136500000000005,-117.92391,"WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2016-01-19","Micrograms/cubic meter (LC)","None",1,100.0,14.4,14.4,0,56,"120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC","Azusa","803 N. LOREN AVE., AZUSA","California","Los Angeles","Azusa","Los Angeles-Long Beach-Anaheim, CA","2017-04-28"
"06","037","0002","88101",1,34.136500000000005,-117.92391,"WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2016-01-22","Micrograms/cubic meter (LC)","None",1,100.0,5.6000000000000005,5.6000000000000005,0,23,"120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC","Azusa","803 N. LOREN AVE., AZUSA","California","Los Angeles","Azusa","Los Angeles-Long Beach-Anaheim, CA","2017-04-28"
"06","037","0002","88101",1,34.136500000000005,-117.92391,"WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2016-01-25","Micrograms/cubic meter (LC)","None",1,100.0,3.9,3.9,0,16,"120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC","Azusa","803 N. LOREN AVE., AZUSA","California","Los Angeles","Azusa","Los Angeles-Long Beach-Anaheim, CA","2017-04-28"
"06","037","0002","88101",1,34.136500000000005,-117.92391,"WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2016-01-28","Micrograms/cubic meter (LC)","None",1,100.0,7,7,0,29,"120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC","Azusa","803 N. LOREN AVE., AZUSA","California","Los Angeles","Azusa","Los Angeles-Long Beach-Anaheim, CA","2017-04-28"
"06","037","0002","88101",1,34.136500000000005,-117.92391,"WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2016-01-31","Micrograms/cubic meter (LC)","None",1,100.0,2.4,2.4,0,10,"120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC","Azusa","803 N. LOREN AVE., AZUSA","California","Los Angeles","Azusa","Los Angeles-Long Beach-Anaheim, CA","2017-04-28"
"06","037","0002","88101",1,34.136500000000005,-117.92391,"WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2016-02-03","Micrograms/cubic meter (LC)","None",1,100.0,2.1,2.1,0,9,"120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC","Azusa","803 N. LOREN AVE., AZUSA","California","Los Angeles","Azusa","Los Angeles-Long Beach-Anaheim, CA","2017-04-28"
"06","037","0002","88101",1,34.136500000000005,-117.92391,"WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2016-02-06","Micrograms/cubic meter (LC)","None",1,100.0,2,2,0,8,"120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC","Azusa","803 N. LOREN AVE., AZUSA","California","Los Angeles","Azusa","Los Angeles-Long Beach-Anaheim, CA","2017-04-28"
"06","037","0002","88101",1,34.136500000000005,-117.92391,"WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2016-02-09","Micrograms/cubic meter (LC)","None",1,100.0,2.6,2.6,0,11,"120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC","Azusa","803 N. LOREN AVE., AZUSA","California","Los Angeles","Azusa","Los Angeles-Long Beach-Anaheim, CA","2017-04-28"
"06","037","0002","88101",1,34.136500000000005,-117.92391,"WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2016-02-12","Micrograms/cubic meter (LC)","None",1,100.0,12.5,12.5,0,52,"120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC","Azusa","803 N. LOREN AVE., AZUSA","California","Los Angeles","Azusa","Los Angeles-Long Beach-Anaheim, CA","2017-04-28"
